#3000

# === Voice data start ===
[5792.62, 5792.62, 5792.62, 5792.62, 5792.62, 5792.62, 5720.54, 5370.22, 5073.74, 5079.47, 4840.80, 4718.26, 4494.31, 4160.47, 3868.32, 3973.81, 3680.75, 3537.35, 3631.05, 3123.96, 2685.27, 3021.44, 3168.93, 3214.18, 3161.25, 3052.20, 3196.70, 2807.56, 2650.48, 2846.22, 2582.72, 2543.04, ],
[3086.57, 3170.64, 3203.13, 3182.63, 3017.53, 2866.41, 2651.82, 2504.13, 2324.37, 2263.81, 2289.60, 2350.26, 2508.86, 2650.65, 2865.28, 2973.43, 3129.72, 3199.47, 3292.23, 3310.02, 3333.14, 3281.15, 3256.94, 3233.30, 3214.82, 3207.23, 3162.15, 3131.04, 3079.78, 3072.50, 2944.62, 2885.65, ],
[2862.59, 2861.63, 2855.14, 2850.48, 2848.98, 2845.78, 2844.55, 2838.33, 2839.74, 2818.84, 2806.35, 2799.89, 2777.89, 2768.13, 2756.64, 2757.91, 2742.11, 2729.50, 2733.55, 2717.30, 2709.96, 2703.87, 2708.10, 2694.64, 2691.86, 2701.54, 2694.60, 2703.78, 2713.46, 2705.19, 2721.75, 2709.35, ],
[2799.12, 2808.65, 2800.33, 2803.08, 2791.62, 2776.11, 2746.30, 2715.64, 2676.30, 2650.21, 2605.96, 2581.00, 2564.79, 2551.75, 2548.92, 2564.68, 2598.50, 2622.06, 2670.24, 2706.39, 2765.46, 2767.76, 2782.22, 2790.48, 2784.82, 2752.20, 2717.48, 2727.67, 2741.22, 2736.03, 2734.32, 2764.55, ],
[2621.79, 2445.45, 2453.26, 2712.79, 2815.92, 2919.58, 2956.95, 2883.03, 2757.89, 2681.32, 2736.07, 2753.75, 2706.13, 2890.88, 2838.86, 2626.35, 2723.68, 2858.53, 2868.00, 2884.86, 2980.70, 3037.23, 3046.15, 2911.59, 2936.19, 2804.78, 2758.94, 2854.32, 3048.87, 3053.89, 2939.88, 2906.44, ],
[3154.29, 3062.68, 3046.70, 3092.02, 3128.67, 3135.84, 3084.92, 3014.76, 3056.09, 3116.86, 3110.44, 3142.44, 3148.53, 3126.93, 3120.41, 3198.61, 3160.38, 3133.21, 3134.95, 3159.22, 3157.17, 3095.41, 3160.04, 3116.25, 3119.51, 3156.68, 3211.49, 3168.47, 3062.23, 3071.91, 3127.72, 3198.90, ],
[3151.96, 3150.70, 3162.63, 3161.35, 3169.55, 3174.75, 3200.48, 3173.56, 3172.34, 3157.43, 3161.62, 3137.20, 3155.88, 3168.67, 3157.41, 3156.56, 3153.97, 3145.90, 3149.54, 3133.03, 3123.63, 3131.15, 3144.82, 3168.34, 3173.60, 3198.41, 3202.84, 3203.16, 3193.70, 3169.29, 3162.62, 3180.70, ],
[3179.95, 3181.86, 3182.17, 3180.83, 3176.36, 3179.21, 3179.49, 3179.50, 3182.45, 3178.09, 3169.94, 3169.43, 3181.80, 3190.26, 3198.02, 3196.41, 3189.66, 3198.79, 3212.94, 3188.54, 3187.17, 3182.13, 3174.66, 3172.99, 3164.05, 3172.38, 3186.27, 3175.13, 3179.70, 3187.46, 3181.25, 3191.37, ],
[3185.13, 3188.22, 3187.19, 3172.38, 3181.32, 3179.86, 3179.28, 3185.24, 3184.63, 3185.83, 3183.05, 3185.47, 3178.89, 3181.79, 3183.39, 3200.15, 3180.37, 3189.68, 3176.40, 3170.06, 3171.75, 3185.63, 3184.76, 3182.06, 3182.63, 3174.82, 3179.29, 3171.48, 3170.42, 3170.24, 3171.61, 3171.89, ],
[3185.03, 3186.33, 3178.59, 3181.60, 3184.04, 3183.64, 3183.82, 3186.52, 3187.85, 3186.95, 3187.65, 3181.79, 3179.92, 3181.38, 3182.76, 3180.57, 3186.93, 3182.57, 3184.65, 3184.05, 3182.21, 3188.03, 3179.69, 3180.21, 3179.78, 3187.21, 3192.60, 3180.65, 3187.99, 3186.61, 3180.69, 3182.14, ],
[3208.54, 3197.41, 3186.63, 3218.61, 3194.23, 3221.20, 3192.70, 3190.85, 3182.58, 3187.24, 3188.28, 3188.93, 3208.27, 3184.59, 3191.78, 3197.30, 3185.36, 3188.42, 3199.78, 3192.70, 3189.79, 3198.18, 3194.25, 3188.73, 3191.31, 3184.15, 3185.97, 3185.91, 3192.93, 3192.22, 3195.88, 3194.86, ],
[3182.65, 3187.82, 3187.48, 3186.39, 3181.97, 3179.03, 3180.66, 3181.63, 3177.43, 3178.32, 3181.49, 3185.75, 3186.23, 3182.19, 3184.75, 3186.53, 3188.10, 3190.44, 3184.98, 3188.35, 3197.03, 3189.14, 3187.91, 3203.67, 3200.29, 3191.97, 3208.09, 3199.91, 3188.43, 3191.24, 3198.59, 3187.53, ],
[3181.23, 3187.61, 3184.62, 3181.49, 3191.58, 3191.32, 3188.22, 3202.67, 3201.65, 3193.16, 3193.25, 3194.03, 3198.11, 3196.90, 3188.11, 3188.89, 3187.48, 3191.33, 3183.33, 3197.23, 3187.97, 3183.33, 3191.52, 3180.73, 3182.21, 3183.22, 3191.63, 3193.53, 3195.63, 3190.38, 3192.89, 3192.46, ],
[3202.73, 3195.98, 3205.67, 3191.06, 3213.36, 3190.06, 3190.39, 3196.43, 3198.23, 3213.46, 3192.15, 3224.47, 3192.95, 3188.49, 3197.46, 3194.81, 3211.46, 3182.44, 3190.01, 3189.07, 3190.02, 3193.07, 3183.43, 3206.22, 3190.03, 3194.66, 3188.84, 3186.81, 3189.91, 3185.89, 3189.01, 3190.08, ],
[3184.63, 3185.30, 3200.68, 3177.80, 3182.02, 3188.24, 3184.31, 3182.61, 3183.67, 3183.37, 3191.65, 3186.91, 3188.12, 3187.41, 3187.42, 3192.83, 3190.17, 3200.65, 3190.28, 3193.69, 3197.26, 3192.56, 3189.95, 3198.74, 3188.30, 3186.49, 3189.94, 3186.31, 3181.82, 3181.71, 3186.91, 3187.47, ],
[3189.79, 3187.33, 3181.33, 3184.43, 3180.51, 3189.46, 3193.62, 3187.42, 3190.18, 3188.67, 3190.05, 3192.76, 3206.74, 3191.63, 3191.78, 3211.58, 3195.98, 3203.11, 3192.64, 3192.79, 3184.47, 3186.92, 3188.96, 3180.44, 3178.28, 3186.83, 3188.25, 3192.48, 3185.00, 3182.86, 3186.10, 3196.05, ],
[3191.34, 3196.64, 3181.54, 3198.86, 3198.34, 3195.99, 3192.41, 3188.20, 3197.79, 3204.99, 3195.09, 3187.43, 3186.64, 3186.69, 3184.51, 3185.68, 3187.46, 3188.08, 3184.33, 3195.30, 3186.25, 3199.06, 3188.10, 3187.69, 3192.68, 3192.05, 3187.98, 3186.58, 3183.28, 3186.24, 3185.30, 3187.56, ],
[3175.04, 3175.95, 3173.36, 3170.84, 3174.29, 3179.03, 3171.02, 3178.18, 3173.10, 3175.34, 3180.31, 3176.83, 3177.33, 3176.72, 3179.65, 3178.01, 3176.23, 3178.09, 3174.79, 3181.33, 3177.13, 3181.07, 3176.79, 3181.53, 3181.00, 3177.91, 3177.31, 3181.45, 3182.52, 3181.69, 3175.18, 3175.99, ],
[3178.67, 3175.12, 3179.36, 3182.74, 3176.93, 3182.34, 3183.91, 3190.27, 3182.43, 3186.00, 3177.46, 3186.53, 3182.00, 3174.04, 3178.36, 3177.66, 3178.22, 3180.91, 3177.15, 3178.73, 3182.29, 3177.76, 3182.88, 3195.06, 3180.47, 3204.08, 3175.48, 3180.36, 3188.49, 3184.79, 3176.44, 3179.95, ],
[3176.36, 3185.40, 3187.99, 3180.50, 3179.14, 3178.71, 3204.54, 3183.41, 3200.53, 3195.36, 3180.52, 3176.73, 3178.25, 3179.85, 3179.03, 3200.94, 3179.33, 3182.09, 3179.04, 3173.58, 3172.56, 3178.17, 3174.72, 3184.52, 3174.31, 3186.30, 3173.67, 3182.72, 3178.14, 3175.72, 3172.78, 3174.25, ],
[3191.38, 3216.79, 3246.56, 3178.97, 3408.10, 3209.49, 3369.08, 3240.82, 3202.25, 3269.42, 3176.53, 3203.08, 3180.93, 3294.13, 3182.00, 3240.95, 3208.22, 3231.53, 3200.11, 3179.23, 3277.48, 3174.58, 3253.04, 3239.27, 3192.67, 3295.62, 3205.29, 3174.63, 3229.20, 3232.61, 3191.41, 3184.31, ],
[3191.38, 3188.58, 3192.78, 3185.87, 3193.22, 3189.86, 3182.67, 3188.07, 3178.83, 3186.17, 3182.86, 3183.84, 3185.67, 3187.92, 3184.66, 3182.05, 3185.57, 3192.30, 3186.88, 3182.90, 3183.16, 3184.18, 3183.16, 3185.13, 3188.73, 3209.94, 3188.93, 3182.92, 3181.01, 3181.50, 3179.33, 3184.44, ],
[3177.14, 3177.55, 3202.89, 3193.35, 3176.15, 3179.39, 3177.98, 3176.08, 3178.36, 3184.51, 3209.62, 3184.04, 3188.28, 3187.06, 3190.80, 3199.13, 3181.84, 3179.71, 3189.26, 3183.86, 3185.19, 3200.09, 3192.08, 3187.16, 3185.24, 3185.24, 3181.09, 3181.96, 3193.88, 3188.90, 3180.26, 3191.38, ],
[3182.72, 3174.63, 3174.00, 3197.35, 3174.13, 3182.47, 3176.98, 3185.84, 3227.78, 3183.80, 3206.85, 3230.39, 3198.26, 3332.69, 3209.31, 3237.68, 3211.94, 3237.59, 3199.33, 3247.04, 3221.17, 3216.71, 3232.84, 3219.34, 3241.46, 3240.67, 3210.77, 3377.73, 3223.80, 3228.11, 3222.23, 3173.83, ],
[3195.67, 3189.95, 3182.12, 3215.51, 3233.62, 3268.35, 3208.49, 3225.80, 3243.01, 3211.65, 3188.83, 3232.52, 3215.08, 3221.05, 3197.13, 3216.91, 3213.32, 3259.15, 3196.74, 3197.46, 3205.86, 3222.06, 3196.03, 3204.02, 3211.53, 3203.21, 3196.19, 3182.87, 3217.21, 3203.52, 3189.19, 3222.17, ],
[3187.63, 3186.42, 3178.90, 3176.66, 3176.87, 3179.74, 3243.25, 3181.11, 3215.11, 3274.75, 3248.20, 3370.68, 3366.78, 3179.63, 3260.09, 3204.09, 3184.35, 3283.47, 3207.71, 3178.10, 3178.19, 3249.64, 3190.72, 3298.40, 3194.23, 3194.66, 3175.11, 3176.78, 3196.52, 3185.64, 3254.31, 3178.45, ],
[3168.21, 3175.07, 3183.68, 3178.30, 3173.39, 3169.98, 3170.31, 3181.93, 3167.70, 3174.50, 3194.46, 3177.69, 3184.91, 3188.05, 3171.73, 3174.43, 3172.27, 3173.99, 3170.86, 3164.97, 3178.09, 3174.56, 3172.89, 3204.05, 3174.05, 3172.19, 3174.93, 3176.62, 3168.23, 3169.31, 3168.52, 3174.71, ],
[3208.93, 3176.67, 3169.83, 3163.85, 3156.54, 3156.44, 3156.23, 3162.78, 3168.24, 3167.65, 3157.61, 3169.00, 3165.87, 3175.36, 3170.25, 3186.22, 3164.32, 3164.60, 3167.96, 3168.13, 3165.40, 3162.03, 3162.39, 3165.74, 3165.36, 3172.67, 3176.65, 3173.61, 3179.13, 3175.90, 3175.71, 3162.63, ],
[3164.48, 3162.54, 3195.50, 3182.90, 3157.57, 3163.29, 3157.06, 3158.58, 3160.09, 3157.89, 3161.78, 3160.95, 3170.52, 3174.95, 3164.08, 3181.83, 3172.45, 3182.33, 3272.36, 3177.84, 3240.59, 3343.46, 3168.52, 3236.39, 3175.88, 3216.79, 3173.79, 3174.47, 3201.65, 3195.63, 3239.18, 3166.27, ],
[3164.65, 3169.48, 3167.51, 3164.13, 3164.67, 3168.82, 3161.41, 3165.27, 3161.19, 3161.75, 3164.81, 3159.63, 3162.42, 3163.13, 3167.96, 3161.86, 3165.67, 3171.74, 3183.42, 3163.65, 3172.89, 3189.95, 3203.17, 3166.62, 3238.55, 3178.47, 3172.46, 3191.13, 3211.95, 3209.07, 3166.28, 3244.69, ],
[3168.66, 3162.82, 3164.75, 3165.90, 3169.77, 3166.73, 3172.46, 3168.00, 3177.56, 3169.87, 3174.45, 3180.71, 3169.89, 3165.55, 3169.20, 3167.07, 3168.53, 3166.58, 3174.51, 3172.66, 3172.67, 3166.80, 3168.79, 3168.84, 3169.61, 3173.20, 3166.92, 3172.23, 3169.43, 3168.56, 3162.24, 3166.85, ],
[3165.05, 3163.64, 3162.63, 3163.28, 3162.11, 3182.81, 3165.53, 3164.26, 3168.14, 3167.20, 3162.54, 3156.87, 3157.42, 3170.31, 3176.08, 3162.12, 3160.47, 3161.01, 3163.92, 3162.53, 3162.82, 3162.65, 3167.19, 3162.60, 3166.62, 3169.52, 3164.63, 3162.17, 3157.65, 3169.62, 3159.74, 3163.29, ],
[3165.80, 3166.55, 3185.23, 3177.81, 3171.12, 3168.48, 3172.28, 3169.08, 3163.10, 3164.08, 3164.66, 3169.13, 3161.93, 3164.52, 3168.48, 3169.51, 3172.14, 3167.76, 3167.88, 3170.42, 3167.55, 3175.98, 3179.72, 3169.29, 3166.26, 3168.12, 3166.27, 3168.04, 3163.29, 3166.13, 3183.64, 3182.48, ],
[3168.64, 3174.25, 3165.75, 3169.41, 3172.91, 3170.87, 3174.99, 3170.15, 3177.24, 3172.59, 3170.78, 3170.23, 3169.53, 3174.70, 3177.52, 3170.56, 3177.18, 3173.11, 3176.23, 3176.81, 3181.19, 3170.60, 3175.76, 3181.54, 3184.26, 3173.41, 3181.89, 3177.02, 3192.80, 3193.96, 3181.27, 3184.45, ],
[3175.88, 3171.84, 3163.39, 3160.80, 3168.22, 3167.36, 3165.48, 3165.77, 3173.57, 3167.45, 3171.58, 3163.25, 3170.93, 3172.24, 3165.36, 3169.01, 3177.66, 3167.49, 3166.56, 3166.76, 3161.10, 3164.66, 3163.20, 3165.41, 3161.43, 3159.59, 3163.70, 3166.29, 3160.91, 3162.29, 3160.79, 3165.18, ],
[3162.91, 3165.53, 3167.29, 3166.75, 3167.35, 3164.90, 3158.52, 3166.54, 3167.62, 3168.11, 3167.02, 3160.47, 3165.19, 3162.56, 3165.59, 3163.44, 3162.66, 3167.54, 3164.85, 3166.50, 3166.43, 3172.13, 3171.94, 3173.87, 3180.50, 3167.00, 3166.81, 3179.68, 3174.44, 3166.22, 3168.68, 3171.05, ],
[3173.90, 3168.15, 3166.11, 3178.97, 3169.26, 3163.08, 3166.00, 3163.91, 3162.22, 3166.67, 3168.45, 3165.94, 3169.12, 3181.19, 3164.16, 3166.52, 3167.82, 3166.99, 3167.92, 3165.47, 3165.40, 3168.32, 3166.95, 3165.58, 3162.81, 3171.80, 3167.44, 3162.33, 3166.18, 3165.54, 3160.71, 3168.64, ],
